16, Alpha1
19, Alpha2
2, Alpha3
4, Alpha1
10, Alpha2
5, Alpha3
14, Alpha1
9, Alpha1
1, Alpha2
17, Alpha2
11, Alpha3
6, Alpha1
7, Alpha1
18, Alpha2
12, Alpha2
3, Alpha3
8, Alpha1
15, Alpha1
13, Alpha2
20, Alpha3
