4, Alpha3
17, Alpha3
10, Alpha4
7, Alpha3
18, Alpha2
12, Alpha3
14, Alpha2
9, Alpha3
13, Alpha4
8, Alpha2
11, Alpha3
5, Alpha4
19, Alpha3
1, Alpha2
3, Alpha2
6, Alpha3
16, Alpha4
15, Alpha2
2, Alpha3
20, Alpha4
