2019-06-03T14:11:12.3280476Z	Logger	Started logging
2019-06-03T14:11:12.3390448Z	ExperimentController	Participant: pilot_num16
2019-06-03T14:11:12.3480432Z	ExperimentController	Hand model is male
2019-06-03T14:11:12.3748058Z	ExperimentController	Protocol file Protocol/Outcome Ownership/Protocol04.txt
2019-06-03T14:11:12.3888013Z	ExperimentController	Loaded 8 trials
2019-06-03T14:11:12.3997999Z	ExperimentController	Event ProtocolLoaded
2019-06-03T14:11:12.4108111Z	ExperimentController	Entering state Interval
2019-06-03T14:11:13.7877288Z	ExperimentController	Event NextTrial
2019-06-03T14:11:13.7927615Z	ExperimentController	Entering state Trial
2019-06-03T14:11:13.7967597Z	ExperimentController	Starting trial
2019-06-03T14:11:13.8017707Z	ExperimentController	Gap: Inactive
2019-06-03T14:11:13.8067662Z	ExperimentController	HandOffset: 10
2019-06-03T14:11:13.8107649Z	ExperimentController	Noise type 0
2019-06-03T14:11:13.8147636Z	ExperimentController	NoiseLevel: 0
2019-06-03T14:11:13.8187621Z	ExperimentController	Lambda: 0
2019-06-03T14:11:13.8227608Z	ExperimentController	Collision probability: 1
2019-06-03T14:11:13.8277596Z	ExperimentController	Knife PresentFalse
2019-06-03T14:11:13.8327488Z	TrialController	Started
2019-06-03T14:11:15.7900235Z	TrialController	Entering state SpecificTrial
2019-06-03T14:11:15.7900235Z	OutcomeOwnership	Noise type: Control
2019-06-03T14:11:15.7900235Z	OutcomeOwnership	Delay collision active: 0
2019-06-03T14:11:15.7900235Z	OutcomeOwnership	Started
2019-06-03T14:11:15.7930221Z	TrialController	Outcome Ownership Trial started
2019-06-03T14:11:17.2959042Z	OutcomeOwnership	Entering state ExperimentWave
2019-06-03T14:11:17.8045993Z	WaveController	Started
2019-06-03T14:11:18.0579875Z	WaveController	Entering state Initial
2019-06-03T14:11:20.5147082Z	WaveController	Initial Target Waved
2019-06-03T14:11:20.5177057Z	WaveController	Entering state Delay
2019-06-03T14:11:21.0190097Z	WaveController	Entering state Target
2019-06-03T14:11:21.0220089Z	WaveController	Light: 0
2019-06-03T14:11:21.7948041Z	WaveController	Probability for Wave 0: 0.6995827
2019-06-03T14:11:21.7988028Z	WaveController	Time in wave: 0 was 0.7689819
2019-06-03T14:11:21.8018020Z	WaveController	Entering state Feedback
2019-06-03T14:11:22.0462715Z	WaveController	Waved correctly
2019-06-03T14:11:23.2991631Z	WaveController	Entering state Interval
2019-06-03T14:11:23.3021634Z	WaveController	Entering state Initial
2019-06-03T14:11:24.4612502Z	WaveController	Initial Target Waved
2019-06-03T14:11:24.4642389Z	WaveController	Entering state Delay
2019-06-03T14:11:24.9522173Z	WaveController	Entering state Target
2019-06-03T14:11:24.9552039Z	WaveController	Light: 0
2019-06-03T14:11:25.6208477Z	WaveController	Probability for Wave 1: 0.04277265
2019-06-03T14:11:25.6248387Z	WaveController	Time in wave: 1 was 0.6550903
2019-06-03T14:11:25.6278464Z	WaveController	Entering state Feedback
2019-06-03T14:11:25.8590824Z	WaveController	Waved correctly
2019-06-03T14:11:27.1130079Z	WaveController	Entering state Interval
2019-06-03T14:11:27.1160259Z	WaveController	Entering state Initial
2019-06-03T14:11:28.1543002Z	WaveController	Initial Target Waved
2019-06-03T14:11:28.1583092Z	WaveController	Entering state Delay
2019-06-03T14:11:28.6599961Z	WaveController	Entering state Target
2019-06-03T14:11:28.6620045Z	WaveController	Light: 0
2019-06-03T14:11:31.6600530Z	WaveController	Time in wave: 2 was 3.000183
2019-06-03T14:11:31.6630516Z	WaveController	Entering state Feedback
2019-06-03T14:11:31.9134184Z	WaveController	Waved Late
2019-06-03T14:11:33.1664628Z	WaveController	Entering state Interval
2019-06-03T14:11:33.1694549Z	WaveController	Entering state Initial
2019-06-03T14:11:34.3417479Z	WaveController	Initial Target Waved
2019-06-03T14:11:34.3447309Z	WaveController	Entering state Delay
2019-06-03T14:11:34.8335358Z	WaveController	Entering state Target
2019-06-03T14:11:34.8355358Z	WaveController	Light: 0
2019-06-03T14:11:35.4221909Z	WaveController	Probability for Wave 3: 0.6769691
2019-06-03T14:11:35.4251900Z	WaveController	Time in wave: 3 was 0.5745239
2019-06-03T14:11:35.4281790Z	WaveController	Entering state Feedback
2019-06-03T14:11:35.6609723Z	WaveController	Waved correctly
2019-06-03T14:11:36.9134867Z	WaveController	Entering state Interval
2019-06-03T14:11:36.9164691Z	WaveController	Entering state Initial
2019-06-03T14:11:37.7020413Z	WaveController	Initial Target Waved
2019-06-03T14:11:37.7050314Z	WaveController	Entering state Delay
2019-06-03T14:11:38.1944450Z	WaveController	Entering state Target
2019-06-03T14:11:38.1974439Z	WaveController	Light: 0
2019-06-03T14:11:38.7559205Z	WaveController	Probability for Wave 4: 0.2148454
2019-06-03T14:11:38.7589194Z	WaveController	Time in wave: 4 was 0.5536499
2019-06-03T14:11:38.7619192Z	WaveController	Entering state Feedback
2019-06-03T14:11:39.0067149Z	WaveController	Waved correctly
2019-06-03T14:11:40.2608916Z	WaveController	Entering state Interval
2019-06-03T14:11:40.2638911Z	WaveController	Entering state Initial
2019-06-03T14:11:42.8221663Z	WaveController	Initial Target Waved
2019-06-03T14:11:42.8251723Z	WaveController	Entering state Delay
2019-06-03T14:11:43.3145339Z	WaveController	Entering state Target
2019-06-03T14:11:43.3175354Z	WaveController	Light: 0
2019-06-03T14:11:43.5442697Z	WaveController	Probability for Wave 5: 0.3738541
2019-06-03T14:11:43.5472774Z	WaveController	Time in wave: 5 was 0.213623
2019-06-03T14:11:43.5492691Z	WaveController	Entering state Feedback
2019-06-03T14:11:43.7805216Z	WaveController	Waved correctly
2019-06-03T14:11:45.0340299Z	WaveController	Entering state Interval
2019-06-03T14:11:45.0370285Z	WaveController	Entering state Initial
2019-06-03T14:11:46.3828945Z	WaveController	Initial Target Waved
2019-06-03T14:11:46.3848936Z	WaveController	Entering state Delay
2019-06-03T14:11:46.8749183Z	WaveController	Entering state Target
2019-06-03T14:11:46.8769179Z	WaveController	Light: 0
2019-06-03T14:11:47.3968955Z	WaveController	Probability for Wave 6: 0.3005382
2019-06-03T14:11:47.3996566Z	WaveController	Time in wave: 6 was 0.5136108
2019-06-03T14:11:47.4036320Z	WaveController	Entering state Feedback
2019-06-03T14:11:47.6472202Z	WaveController	Waved correctly
2019-06-03T14:11:48.8882610Z	WaveController	Entering state Interval
2019-06-03T14:11:48.8912579Z	WaveController	Entering state Initial
2019-06-03T14:11:50.3162924Z	WaveController	Initial Target Waved
2019-06-03T14:11:50.3192921Z	WaveController	Entering state Delay
2019-06-03T14:11:50.8076801Z	WaveController	Entering state Target
