17, Alpha1
10, Alpha6
6, Alpha5
3, Alpha6
14, Alpha3
13, Alpha6
5, Alpha3
1, Alpha6
15, Alpha6
19, Alpha7
12, Alpha7
11, Alpha6
9, Alpha6
18, Alpha2
2, Alpha6
4, Alpha6
16, Alpha2
7, Alpha6
8, Alpha7
20, Alpha7
