15, Alpha2
3, Alpha1
19, Alpha4
10, Alpha5
11, Alpha3
9, Alpha5
2, Alpha2
4, Alpha1
14, Alpha1
13, Alpha6
1, Alpha1
7, Alpha5
16, Alpha2
5, Alpha1
17, Alpha1
6, Alpha2
12, Alpha3
8, Alpha6
18, Alpha4
20, Alpha3
