2019-06-06T15:30:32.2580839Z	Logger	Started logging
2019-06-06T15:30:32.2680755Z	ExperimentController	Participant: pilot_num18
2019-06-06T15:30:32.2780735Z	ExperimentController	Hand model is male
2019-06-06T15:30:32.2980659Z	ExperimentController	Protocol file Protocol/Visuomotor Information/Protocol10.txt
2019-06-06T15:30:32.3080627Z	ExperimentController	Loaded 4 trials
2019-06-06T15:30:32.3190678Z	ExperimentController	Event ProtocolLoaded
2019-06-06T15:30:32.3290678Z	ExperimentController	Entering state Interval
2019-06-06T15:30:33.7232608Z	ExperimentController	Event NextTrial
2019-06-06T15:30:33.7292620Z	ExperimentController	Entering state Trial
2019-06-06T15:30:33.7332473Z	ExperimentController	Starting trial
2019-06-06T15:30:33.7382561Z	ExperimentController	Gap: Inactive
2019-06-06T15:30:33.7432606Z	ExperimentController	HandOffset: 10
2019-06-06T15:30:33.7472585Z	ExperimentController	Noise type 1
2019-06-06T15:30:33.7572385Z	ExperimentController	NoiseLevel: 0.015
2019-06-06T15:30:33.7612548Z	ExperimentController	Lambda: 0.9
2019-06-06T15:30:33.7652547Z	ExperimentController	Collision probability: 1
2019-06-06T15:30:33.7702345Z	ExperimentController	Knife PresentFalse
2019-06-06T15:30:33.7752509Z	TrialController	Started
2019-06-06T15:30:35.7246062Z	TrialController	Entering state SpecificTrial
2019-06-06T15:30:35.7296044Z	VisuomotorAgency	Noise type: ImpairedMovement
2019-06-06T15:30:35.7346047Z	VisuomotorAgency	Delay collision active: 0
2019-06-06T15:30:35.7376033Z	VisuomotorAgency	Started
2019-06-06T15:30:35.7406022Z	TrialController	Visuomotor Information Trial started
2019-06-06T15:30:37.2322620Z	VisuomotorAgency	Entering state ExperimentWave
2019-06-06T15:30:37.7401761Z	WaveController	Started
2019-06-06T15:30:37.9954975Z	WaveController	Entering state Initial
2019-06-06T15:30:38.0074928Z	WaveController	Initial Target Waved
2019-06-06T15:30:38.0105019Z	WaveController	Entering state Delay
2019-06-06T15:30:38.5118931Z	WaveController	Entering state Target
2019-06-06T15:30:38.5148917Z	WaveController	Light: 0
2019-06-06T15:30:41.5169286Z	WaveController	Time in wave: 0 was 3.001949
2019-06-06T15:30:41.5189280Z	WaveController	Entering state Feedback
2019-06-06T15:30:41.7668487Z	WaveController	Waved Late
2019-06-06T15:30:43.0202982Z	WaveController	Entering state Interval
2019-06-06T15:30:43.0233079Z	WaveController	Entering state Initial
2019-06-06T15:30:43.3163392Z	WaveController	Initial Target Waved
2019-06-06T15:30:43.3193312Z	WaveController	Entering state Delay
2019-06-06T15:30:43.8071735Z	WaveController	Entering state Target
2019-06-06T15:30:43.8091737Z	WaveController	Light: 1
2019-06-06T15:30:45.2757023Z	WaveController	Probability for Wave 1: 0.6438867
2019-06-06T15:30:45.2787012Z	WaveController	Time in wave: 1 was 1.455257
2019-06-06T15:30:45.2827005Z	WaveController	Entering state Feedback
2019-06-06T15:30:45.5156270Z	WaveController	Waved correctly
2019-06-06T15:30:46.7672242Z	WaveController	Entering state Interval
2019-06-06T15:30:46.7702236Z	WaveController	Entering state Initial
2019-06-06T15:30:47.4360970Z	WaveController	Initial Target Waved
2019-06-06T15:30:47.4461026Z	WaveController	Entering state Delay
2019-06-06T15:30:47.9262851Z	WaveController	Entering state Target
2019-06-06T15:30:47.9292755Z	WaveController	Light: 1
2019-06-06T15:30:48.6758297Z	WaveController	Probability for Wave 2: 0.8439863
2019-06-06T15:30:48.6788289Z	WaveController	Time in wave: 2 was 0.7354374
2019-06-06T15:30:48.6818377Z	WaveController	Entering state Feedback
2019-06-06T15:30:48.9167522Z	WaveController	Waved correctly
2019-06-06T15:30:50.1683508Z	WaveController	Entering state Interval
2019-06-06T15:30:50.1713523Z	WaveController	Entering state Initial
2019-06-06T15:30:50.4362654Z	WaveController	Initial Target Waved
2019-06-06T15:30:50.4392643Z	WaveController	Entering state Delay
2019-06-06T15:30:50.9271066Z	WaveController	Entering state Target
2019-06-06T15:30:50.9301063Z	WaveController	Light: 1
2019-06-06T15:30:51.5559177Z	WaveController	Probability for Wave 3: 0.7416224
2019-06-06T15:30:51.5589169Z	WaveController	Time in wave: 3 was 0.6148453
2019-06-06T15:30:51.5619033Z	WaveController	Entering state Feedback
2019-06-06T15:30:51.7968280Z	WaveController	Waved correctly
2019-06-06T15:30:53.0496534Z	WaveController	Entering state Interval
2019-06-06T15:30:53.0536527Z	WaveController	Entering state Initial
