2019-06-06T14:35:30.5781331Z	Logger	Started logging
2019-06-06T14:35:30.5901292Z	ExperimentController	Participant: pilot_num17
2019-06-06T14:35:30.6001257Z	ExperimentController	Hand model is male
2019-06-06T14:35:30.6201273Z	ExperimentController	Protocol file Protocol/Outcome Ownership/Protocol01.txt
2019-06-06T14:35:30.6361239Z	ExperimentController	Loaded 5 trials
2019-06-06T14:35:30.6461113Z	ExperimentController	Event ProtocolLoaded
2019-06-06T14:35:30.6561228Z	ExperimentController	Entering state Interval
2019-06-06T14:35:32.0383080Z	ExperimentController	Event NextTrial
2019-06-06T14:35:32.0422979Z	ExperimentController	Entering state Trial
2019-06-06T14:35:32.0472968Z	ExperimentController	Starting trial
2019-06-06T14:35:32.0522947Z	ExperimentController	Gap: Inactive
2019-06-06T14:35:32.0562934Z	ExperimentController	HandOffset: 10
2019-06-06T14:35:32.0612923Z	ExperimentController	Noise type 0
2019-06-06T14:35:32.0652907Z	ExperimentController	NoiseLevel: 0
2019-06-06T14:35:32.0692894Z	ExperimentController	Lambda: 0
2019-06-06T14:35:32.0742880Z	ExperimentController	Collision probability: 1
2019-06-06T14:35:32.0782864Z	ExperimentController	Knife PresentTrue
2019-06-06T14:35:32.0832846Z	TrialController	Started
2019-06-06T14:35:34.0380378Z	TrialController	Entering state SpecificTrial
2019-06-06T14:35:34.0380378Z	OutcomeOwnership	Noise type: Control
2019-06-06T14:35:34.0380378Z	OutcomeOwnership	Delay collision active: 0
2019-06-06T14:35:34.0380378Z	OutcomeOwnership	Started
2019-06-06T14:35:34.0410364Z	TrialController	Outcome Ownership Trial started
2019-06-06T14:35:35.5437372Z	OutcomeOwnership	Entering state ExperimentWave
2019-06-06T14:35:36.0531492Z	WaveController	Started
2019-06-06T14:35:36.3068859Z	WaveController	Entering state Initial
2019-06-06T14:35:37.2428331Z	WaveController	Initial Target Waved
2019-06-06T14:35:37.2448322Z	WaveController	Entering state Delay
2019-06-06T14:35:37.7393566Z	WaveController	Entering state Target
2019-06-06T14:35:37.7423478Z	WaveController	Light: 1
2019-06-06T14:35:38.3365555Z	WaveController	Probability for Wave 0: 0.03453887
2019-06-06T14:35:38.3395544Z	WaveController	Time in wave: 0 was 0.5975304
2019-06-06T14:35:38.3425535Z	WaveController	Entering state Feedback
2019-06-06T14:35:38.5866778Z	WaveController	Waved correctly
2019-06-06T14:35:39.8402279Z	WaveController	Entering state Interval
2019-06-06T14:35:39.8432271Z	WaveController	Entering state Initial
2019-06-06T14:35:40.6558233Z	WaveController	Initial Target Waved
2019-06-06T14:35:40.6588228Z	WaveController	Entering state Delay
2019-06-06T14:35:41.1605448Z	WaveController	Entering state Target
2019-06-06T14:35:41.1625433Z	WaveController	Light: 1
2019-06-06T14:35:41.8831264Z	WaveController	Probability for Wave 1: 0.7671633
2019-06-06T14:35:41.8861256Z	WaveController	Time in wave: 1 was 0.7108269
2019-06-06T14:35:41.8891301Z	WaveController	Entering state Feedback
2019-06-06T14:35:42.1341034Z	WaveController	Waved correctly
2019-06-06T14:35:43.3736376Z	WaveController	Entering state Interval
2019-06-06T14:35:43.3766362Z	WaveController	Entering state Initial
2019-06-06T14:35:44.5231019Z	WaveController	Initial Target Waved
2019-06-06T14:35:44.5261114Z	WaveController	Entering state Delay
2019-06-06T14:35:45.0146005Z	WaveController	Entering state Target
2019-06-06T14:35:45.0165998Z	WaveController	Light: 1
2019-06-06T14:35:45.5629073Z	WaveController	Probability for Wave 2: 0.09125412
2019-06-06T14:35:45.5658974Z	WaveController	Time in wave: 2 was 0.536705
2019-06-06T14:35:45.5699050Z	WaveController	Entering state Feedback
2019-06-06T14:35:45.8140787Z	WaveController	Waved correctly
2019-06-06T14:35:47.0536968Z	WaveController	Entering state Interval
2019-06-06T14:35:47.0566962Z	WaveController	Entering state Initial
2019-06-06T14:35:47.9225492Z	WaveController	Initial Target Waved
2019-06-06T14:35:47.9255484Z	WaveController	Entering state Delay
2019-06-06T14:35:48.4138694Z	WaveController	Entering state Target
2019-06-06T14:35:48.4168686Z	WaveController	Light: 1
2019-06-06T14:35:48.8829571Z	WaveController	Probability for Wave 3: 0.3793735
2019-06-06T14:35:48.8869581Z	WaveController	Time in wave: 3 was 0.4568825
2019-06-06T14:35:48.8899670Z	WaveController	Entering state Feedback
2019-06-06T14:35:49.1340773Z	WaveController	Waved correctly
2019-06-06T14:35:50.3741229Z	WaveController	Entering state Interval
2019-06-06T14:35:50.3771195Z	WaveController	Entering state Initial
2019-06-06T14:35:50.6431058Z	WaveController	Initial Target Waved
2019-06-06T14:35:50.6461053Z	WaveController	Entering state Delay
2019-06-06T14:35:51.1344587Z	WaveController	Entering state Target
2019-06-06T14:35:51.1364575Z	WaveController	Light: 0
2019-06-06T14:35:52.1775679Z	WaveController	Probability for Wave 4: 0.2045534
2019-06-06T14:35:52.1805722Z	WaveController	Time in wave: 4 was 1.036621
2019-06-06T14:35:52.1835811Z	WaveController	Entering state Feedback
2019-06-06T14:35:52.4280432Z	WaveController	Waved correctly
2019-06-06T14:35:53.6810729Z	WaveController	Entering state Interval
2019-06-06T14:35:53.6840712Z	WaveController	Entering state Initial
2019-06-06T14:35:54.5634577Z	WaveController	Initial Target Waved
2019-06-06T14:35:54.5664581Z	WaveController	Entering state Delay
2019-06-06T14:35:55.0546855Z	WaveController	Entering state Target
2019-06-06T14:35:55.0576872Z	WaveController	Light: 0
2019-06-06T14:35:55.6563316Z	WaveController	Probability for Wave 5: 0.3985067
2019-06-06T14:35:55.6603281Z	WaveController	Time in wave: 5 was 0.5960732
2019-06-06T14:35:55.6633181Z	WaveController	Entering state Feedback
2019-06-06T14:35:55.9073181Z	WaveController	Waved correctly
2019-06-06T14:35:57.1615648Z	WaveController	Entering state Interval
2019-06-06T14:35:57.1645640Z	WaveController	Entering state Initial
2019-06-06T14:35:58.0842028Z	WaveController	Initial Target Waved
2019-06-06T14:35:58.0872017Z	WaveController	Entering state Delay
2019-06-06T14:35:58.5751771Z	WaveController	Entering state Target
2019-06-06T14:35:58.5781755Z	WaveController	Light: 1
2019-06-06T14:35:59.1778811Z	WaveController	Probability for Wave 6: 0.5916832
2019-06-06T14:35:59.1808851Z	WaveController	Time in wave: 6 was 0.5957108
2019-06-06T14:35:59.1848696Z	WaveController	Entering state Feedback
2019-06-06T14:35:59.4281400Z	WaveController	Waved correctly
2019-06-06T14:36:00.6824191Z	WaveController	Entering state Interval
2019-06-06T14:36:00.6854177Z	WaveController	Entering state Initial
2019-06-06T14:36:01.4576678Z	WaveController	Initial Target Waved
2019-06-06T14:36:01.4596672Z	WaveController	Entering state Delay
2019-06-06T14:36:01.9614447Z	WaveController	Entering state Target
2019-06-06T14:36:01.9644439Z	WaveController	Light: 0
2019-06-06T14:36:02.5250345Z	WaveController	Probability for Wave 7: 0.8098176
2019-06-06T14:36:02.5280240Z	WaveController	Time in wave: 7 was 0.5491714
2019-06-06T14:36:02.5310234Z	WaveController	Entering state Feedback
2019-06-06T14:36:02.7614107Z	WaveController	Waved correctly
2019-06-06T14:36:04.0153935Z	WaveController	Entering state Interval
2019-06-06T14:36:04.0183938Z	WaveController	Entering state Initial
2019-06-06T14:36:04.6844444Z	WaveController	Initial Target Waved
2019-06-06T14:36:04.6874433Z	WaveController	Entering state Delay
2019-06-06T14:36:05.1763531Z	WaveController	Entering state Target
2019-06-06T14:36:05.1793517Z	WaveController	Light: 1
2019-06-06T14:36:05.6444006Z	WaveController	Probability for Wave 8: 0.006612539
2019-06-06T14:36:05.6474117Z	WaveController	Time in wave: 8 was 0.4552689
2019-06-06T14:36:05.6514161Z	WaveController	Entering state Feedback
2019-06-06T14:36:05.8822457Z	WaveController	Waved correctly
2019-06-06T14:36:07.1366623Z	WaveController	Entering state Interval
2019-06-06T14:36:07.1396609Z	WaveController	Entering state Initial
2019-06-06T14:36:07.8855558Z	WaveController	Initial Target Waved
2019-06-06T14:36:07.8875552Z	WaveController	Entering state Delay
2019-06-06T14:36:08.3756845Z	WaveController	Entering state Target
2019-06-06T14:36:08.3786831Z	WaveController	Light: 0
2019-06-06T14:36:09.0844893Z	WaveController	Probability for Wave 9: 0.496999
2019-06-06T14:36:09.0875052Z	WaveController	Time in wave: 9 was 0.6952972
2019-06-06T14:36:09.0904993Z	WaveController	Entering state Feedback
2019-06-06T14:36:09.3231192Z	WaveController	Waved correctly
2019-06-06T14:36:10.5763542Z	WaveController	Entering state Interval
2019-06-06T14:36:10.5793522Z	WaveController	Entering state Initial
2019-06-06T14:36:11.3774446Z	WaveController	Initial Target Waved
2019-06-06T14:36:11.3804341Z	WaveController	Entering state Delay
2019-06-06T14:36:11.8820973Z	WaveController	Entering state Target
2019-06-06T14:36:11.8850865Z	WaveController	Light: 1
2019-06-06T14:36:12.3649814Z	WaveController	Probability for Wave 10: 0.3115069
2019-06-06T14:36:12.3679803Z	WaveController	Time in wave: 10 was 0.4684906
2019-06-06T14:36:12.3709795Z	WaveController	Entering state Feedback
2019-06-06T14:36:12.6029523Z	WaveController	Waved correctly
2019-06-06T14:36:13.8563673Z	WaveController	Entering state Interval
2019-06-06T14:36:13.8593656Z	WaveController	Entering state Initial
2019-06-06T14:36:14.6448870Z	WaveController	Initial Target Waved
2019-06-06T14:36:14.6478868Z	WaveController	Entering state Delay
2019-06-06T14:36:15.1384313Z	WaveController	Entering state Target
2019-06-06T14:36:15.1424351Z	WaveController	Light: 0
2019-06-06T14:36:16.3661630Z	WaveController	Probability for Wave 11: 0.5495051
2019-06-06T14:36:16.3701486Z	WaveController	Time in wave: 11 was 1.213882
2019-06-06T14:36:16.3731464Z	WaveController	Entering state Feedback
2019-06-06T14:36:16.6055014Z	WaveController	Waved correctly
2019-06-06T14:36:17.8562262Z	WaveController	Entering state Interval
2019-06-06T14:36:17.8592257Z	WaveController	Entering state Initial
2019-06-06T14:36:18.6848682Z	WaveController	Initial Target Waved
2019-06-06T14:36:18.6878660Z	WaveController	Entering state Delay
2019-06-06T14:36:19.1761739Z	WaveController	Entering state Target
2019-06-06T14:36:19.1791634Z	WaveController	Light: 1
2019-06-06T14:36:19.6852087Z	WaveController	Probability for Wave 12: 0.5268092
2019-06-06T14:36:19.6882067Z	WaveController	Time in wave: 12 was 0.4945297
2019-06-06T14:36:19.6922148Z	WaveController	Entering state Feedback
2019-06-06T14:36:19.9235613Z	WaveController	Waved correctly
2019-06-06T14:36:21.1765337Z	WaveController	Entering state Interval
2019-06-06T14:36:21.1795326Z	WaveController	Entering state Initial
