6, Alpha1
11, Alpha2
13, Alpha3
9, Alpha5
14, Alpha2
3, Alpha2
19, Alpha6
16, Alpha2
7, Alpha4
18, Alpha4
2, Alpha2
17, Alpha4
1, Alpha2
5, Alpha2
10, Alpha4
4, Alpha2
12, Alpha3
8, Alpha4
15, Alpha4
20, Alpha6
