16, Keypad3
14, Keypad3
13, Keypad3
18, Keypad7
6, Keypad2
2, Keypad2
10, Keypad6
8, Keypad6
7, Keypad6
3, Keypad4
12, Keypad2
5, Keypad2
9, Keypad6
11, Keypad5
4, Keypad4
1, Keypad2
17, Keypad3
15, Keypad5
19, Keypad5
